District,Rice_Area,Rice_Production,Wheat_Area,Wheat_Production,Maize_Area,Maize_Production
Morena,4.8,11.88,120.7,253.2,1.3,1.1
Morena,7.5,11.75,120.6,279.1,1.1,1.0
Morena,10.1,25.2,128.6,323.8,0.9,0.7
Morena,9.7,28.8,165.7,395.3,0.8,0.9
Morena,15.1,44.9,155.3,413.9,0.8,0.7
Morena,13.71,50.67,181.39,736.65,0.75,1.53
Morena,16.11,58.64,191.33,709.09,1.01,2.61
Morena,20.0,46.0,207.0,680.0,8.0,18.0
Morena,20.0,70.0,181.0,774.0,2.0,3.0
Morena,19.0,46.66,202.0,807.0,2.0,5.0
Morena,21.4,60.1,183.0,752.79,3.32,7.76
Bhind,8.0,8.0,44.0,28.0,0.0,0.0
Bhind,9.0,9.0,57.0,56.0,0.0,0.0
Bhind,13.0,13.0,65.2,56.0,0.0,0.0
Bhind,13.1,12.7,69.9,62.0,0.0,0.0
Bhind,9.7,10.2,71.2,77.3,0.0,0.0
Bhind,13.4,19.7,74.8,95.9,0.0,0.0
Bhind,16.4,23.7,71.4,76.3,0.0,0.0
Bhind,11.9,17.1,65.5,75.6,0.0,0.0
Bhind,14.0,17.6,72.6,117.7,0.0,0.0
Bhind,17.2,21.0,83.8,108.0,0.0,0.0
Bhind,20.1,24.5,85.8,130.0,0.0,0.0
Bhind,20.9,23.9,93.3,119.8,0.0,0.0
Bhind,19.9,23.0,95.6,133.4,0.1,0.1
Bhind,14.1,16.5,80.2,78.4,0.0,0.0
Bhind,12.2,13.8,86.9,109.7,0.0,0.0
Bhind,8.3,8.2,78.0,120.3,0.0,0.0
Bhind,8.4,10.2,81.5,119.3,0.0,0.0
Bhind,8.0,10.7,89.8,142.5,0.0,0.0
Bhind,8.3,10.9,96.1,150.0,0.0,0.0
Bhind,8.8,17.4,90.0,158.6,0.1,0.0
Bhind,11.0,19.0,88.0,164.0,0.0,0.0
Bhind,13.0,22.0,90.0,167.0,0.0,0.0
Bhind,13.2,27.7,90.8,162.3,0.0,0.0
Bhind,13.0,23.0,85.1,159.5,0.0,0.0
Bhind,5.3,9.1,85.4,208.9,0.1,0.1
Bhind,9.3,22.7,88.9,209.0,0.0,0.0
Bhind,10.7,21.8,88.7,166.4,0.0,0.0
Bhind,10.8,18.9,85.5,192.2,0.0,0.0
Bhind,10.8,20.2,83.8,181.3,0.0,0.0
Bhind,12.2,22.5,82.5,204.0,0.0,0.0
Bhind,10.5,26.4,84.9,226.0,0.1,0.1
Bhind,13.0,15.6,85.3,183.9,0.0,0.0
Bhind,13.8,34.0,84.3,152.8,0.0,0.0
Bhind,13.7,29.7,88.1,183.8,0.0,0.0
Bhind,14.0,13.2,76.3,98.4,0.0,0.0
Bhind,15.7,33.5,81.3,182.9,0.0,0.1
Bhind,6.1,14.2,68.8,118.1,0.0,0.0
Bhind,1.3,3.5,76.2,151.0,0.0,0.0
Bhind,1.8,4.1,70.68,133.32,0.13,0.22
Bhind,3.73,7.84,71.71,141.9,0.0,0.0
Bhind,0.41,0.83,72.28,133.42,0.0,0.0
Bhind,0.3,0.4,73.9,102.5,0.0,0.0
Bhind,10.3,11.81,84.1,177.9,0.0,0.0
Bhind,1.6,3.5,84.6,214.2,0.0,0.0
Bhind,5.6,15.3,89.9,185.2,0.0,0.1
Bhind,0.4,1.3,77.7,163.3,0.0,0.0
Bhind,4.62,12.47,94.92,358.42,0.0,0.0
Bhind,4.8,20.81,104.18,370.23,0.0,0.0
Bhind,6.0,20.67,139.0,552.0,0.0,0.0
Bhind,6.0,27.33,134.0,511.0,0.0,0.0
Bhind,7.0,15.33,145.0,582.0,0.0,0.0
Bhind,3.0,5.76,110.4,466.11,0.0,0.0
Indore,1.0,0.3,56.0,30.0,7.0,6.0
Indore,1.0,0.3,68.0,43.0,8.0,7.0
Indore,0.6,0.2,76.4,53.0,6.8,5.0
Indore,0.5,0.2,82.9,96.9,6.6,5.2
Indore,0.7,0.4,84.1,95.1,6.9,6.9
Indore,0.8,0.4,85.9,105.1,6.5,6.0
Indore,0.9,0.5,64.5,28.9,7.2,7.0
Indore,0.7,0.3,75.8,58.9,6.7,3.6
Indore,0.8,0.3,53.5,25.8,8.4,7.3
Indore,0.7,0.3,66.2,45.7,8.2,5.9
Indore,0.8,0.3,63.2,62.4,9.2,8.7
Indore,0.8,0.4,77.2,80.9,9.5,6.1
Indore,0.8,0.3,82.1,89.1,9.4,7.2
Indore,0.7,0.2,71.4,78.4,10.0,3.9
Indore,0.6,0.3,74.8,97.9,11.0,7.0
Indore,0.7,0.3,74.1,93.7,9.0,6.7
Indore,0.5,0.3,73.2,115.5,10.0,7.2
Indore,0.4,0.3,76.1,83.9,9.0,9.4
Indore,0.3,0.1,80.2,141.2,8.5,8.4
Indore,0.3,0.2,71.4,91.2,11.5,7.3
Indore,0.2,0.1,62.0,106.0,10.0,7.0
Indore,0.2,0.1,63.0,83.0,10.0,7.0
Indore,0.2,0.1,79.5,164.8,11.8,14.0
Indore,0.2,0.1,66.0,136.2,11.5,15.6
Indore,0.1,0.1,84.8,218.4,10.8,11.2
Indore,0.1,0.1,65.7,197.3,12.1,10.5
Indore,0.1,0.1,56.6,87.7,13.7,17.2
Indore,0.2,0.1,98.5,195.1,11.9,12.9
Indore,0.0,0.0,98.8,282.1,10.3,8.5
Indore,0.0,0.0,96.3,266.2,9.3,11.5
Indore,0.0,0.0,102.0,314.1,10.5,12.1
Indore,0.0,0.0,115.7,274.2,10.9,11.6
Indore,0.0,0.0,121.84,336.7,8.7,9.8
Indore,0.0,0.0,128.9,283.1,10.3,14.9
Indore,0.0,0.0,50.6,87.3,11.1,18.3
Indore,0.0,0.0,83.9,115.9,7.7,11.1
Indore,0.0,0.0,66.9,104.6,9.8,14.4
Indore,0.0,0.0,116.1,287.2,9.8,15.0
Indore,0.03,0.01,117.17,304.86,9.46,10.88
Indore,0.02,0.01,62.05,93.67,5.84,6.48
Indore,0.02,0.01,132.34,332.63,8.51,7.48
Indore,0.0,0.0,126.7,244.3,8.9,10.4
Indore,0.0,0.0,57.9,134.4,8.9,11.6
Indore,0.0,0.0,101.5,220.1,5.0,5.8
Indore,0.0,0.0,107.9,271.3,9.2,11.7
Indore,0.0,0.0,105.9,252.7,9.2,11.2
Indore,0.0,0.0,118.43,582.82,5.32,8.77
Indore,0.01,0.0,115.88,347.11,4.24,5.07
Indore,0.0,0.0,122.0,490.0,19.0,45.0
Indore,0.0,0.0,124.0,548.0,6.0,12.0
Indore,0.0,0.0,130.0,560.0,7.0,22.0
Indore,0.45,1.02,110.4,465.12,12.2,27.75
Ratlam,3.0,1.0,28.0,13.0,25.0,22.0
Ratlam,3.0,1.0,29.0,18.0,29.0,30.0
Ratlam,4.7,1.0,38.9,24.0,28.4,12.0
Ratlam,2.8,1.2,45.9,28.9,28.1,17.2
Ratlam,4.3,1.9,42.9,32.8,29.8,29.9
Ratlam,6.3,3.4,52.3,38.4,28.8,19.9
Ratlam,7.3,2.5,36.8,23.7,33.0,27.1
Ratlam,5.8,3.1,52.2,42.4,33.7,14.9
Ratlam,5.1,1.1,32.2,32.8,35.0,26.8
Ratlam,4.5,2.3,37.2,33.3,34.6,34.9
Ratlam,5.0,2.6,35.4,31.3,36.4,44.0
Ratlam,6.6,3.3,40.6,34.5,38.1,30.5
Ratlam,6.5,3.4,45.2,45.6,37.6,33.0
Ratlam,6.3,1.1,31.7,27.8,43.0,41.5
Ratlam,4.9,2.1,36.1,36.1,44.0,41.7
Ratlam,5.1,2.2,35.3,39.8,43.0,47.5
Ratlam,5.2,1.4,36.5,44.6,42.0,40.2
Ratlam,5.3,3.2,33.7,39.0,45.0,57.5
Ratlam,4.6,2.1,34.0,49.2,52.5,72.5
Ratlam,4.5,1.3,28.0,33.7,53.8,22.7
Ratlam,4.0,2.0,28.0,42.0,54.0,47.0
Ratlam,2.0,0.3,34.0,51.0,54.5,35.0
Ratlam,2.6,1.6,37.3,72.9,59.1,90.9
Ratlam,2.1,1.3,33.9,69.7,58.3,103.0
Ratlam,4.5,2.7,45.0,98.4,52.1,63.4
Ratlam,4.8,2.7,40.4,91.0,46.2,48.5
Ratlam,3.6,1.9,46.6,99.2,56.6,87.3
Ratlam,3.7,2.5,57.7,147.1,52.9,81.3
Ratlam,3.6,2.5,63.4,170.9,47.7,47.8
Ratlam,3.5,1.7,62.3,183.2,48.2,76.0
Ratlam,3.5,2.4,60.9,188.1,44.0,45.2
Ratlam,3.7,2.5,87.3,243.7,48.6,72.6
Ratlam,3.6,2.6,90.97,240.8,46.9,73.9
Ratlam,3.4,2.8,81.5,263.1,49.2,97.0
Ratlam,2.8,1.1,19.0,46.3,59.8,85.7
Ratlam,2.4,1.2,26.8,50.0,65.0,159.5
Ratlam,2.8,1.5,13.3,31.8,69.6,90.6
Ratlam,2.7,1.9,60.3,182.4,68.8,167.5
Ratlam,2.23,1.18,70.53,203.81,64.54,118.46
Ratlam,2.51,1.81,45.31,134.48,62.66,152.78
Ratlam,2.17,1.59,83.13,245.06,60.07,93.18
Ratlam,2.1,0.99,78.5,228.9,53.3,104.6
Ratlam,1.8,0.86,63.2,196.4,41.3,83.4
Ratlam,1.8,1.3,74.3,218.3,49.8,88.9
Ratlam,1.7,1.3,68.7,276.8,52.7,115.7
Ratlam,1.9,1.8,75.0,309.4,48.3,107.6
Ratlam,1.36,1.55,103.54,306.44,48.72,178.96
Ratlam,1.29,1.55,123.11,327.38,42.89,108.58
Ratlam,0.0,0.0,91.0,262.0,38.0,79.0
Ratlam,0.0,0.0,105.0,357.0,42.0,95.0
Ratlam,1.0,0.66,109.0,369.0,52.0,137.0
Ratlam,0.0,0.0,110.4,395.23,55.5,162.0
Ujjain,0.4,0.2,54.0,24.0,11.0,10.0
Ujjain,0.4,0.2,67.0,32.0,12.0,13.0
Ujjain,0.4,0.2,91.2,76.0,8.4,4.0
Ujjain,0.3,0.1,105.9,71.2,9.5,5.0
Ujjain,0.5,0.2,95.3,107.8,11.0,11.6
Ujjain,0.5,0.3,111.2,139.2,8.9,7.4
Ujjain,0.7,0.4,63.9,39.1,12.6,12.2
Ujjain,0.5,0.3,110.8,69.5,10.5,5.1
Ujjain,0.7,0.3,47.0,31.4,14.5,13.0
Ujjain,0.5,0.2,71.6,37.7,12.7,11.5
Ujjain,0.6,0.2,69.0,57.3,15.1,15.7
Ujjain,0.6,0.3,82.6,71.0,15.6,12.2
Ujjain,0.6,0.3,95.2,80.1,15.5,13.2
Ujjain,0.5,0.1,69.5,62.0,19.0,16.8
Ujjain,0.4,0.2,69.3,70.5,22.0,20.8
Ujjain,0.4,0.2,71.9,85.8,19.0,19.1
Ujjain,0.4,0.2,68.8,84.3,19.0,17.8
Ujjain,0.3,0.2,67.5,62.3,20.0,21.1
Ujjain,0.2,0.1,69.2,85.7,21.1,25.8
Ujjain,0.2,0.1,66.2,92.4,19.8,11.1
Ujjain,0.2,0.1,59.0,94.0,17.0,16.0
Ujjain,0.1,0.1,65.0,132.0,16.0,14.0
Ujjain,0.1,0.1,79.1,129.3,18.2,22.7
Ujjain,0.1,0.1,58.7,102.7,12.6,18.3
Ujjain,0.1,0.1,97.8,309.8,8.2,9.2
Ujjain,0.1,0.1,88.9,211.0,6.2,6.1
Ujjain,0.1,0.0,82.2,155.5,8.9,12.7
Ujjain,0.0,0.0,111.4,252.1,6.6,8.9
Ujjain,0.0,0.0,123.8,301.9,4.5,4.7
Ujjain,0.0,0.0,119.0,278.5,6.9,9.8
Ujjain,0.0,0.0,121.1,327.7,3.8,4.6
Ujjain,0.0,0.0,166.2,437.3,4.3,5.3
Ujjain,0.0,0.0,177.67,452.4,4.4,5.6
Ujjain,0.0,0.0,189.4,555.6,5.7,9.8
Ujjain,0.0,0.0,36.9,54.0,8.1,9.1
Ujjain,0.0,0.0,55.7,62.9,12.8,16.7
Ujjain,0.0,0.0,46.1,62.2,12.6,15.1
Ujjain,0.0,0.0,131.0,223.4,15.6,33.1
Ujjain,0.02,0.01,148.77,345.59,13.82,14.15
Ujjain,0.01,0.0,69.77,122.44,13.94,13.41
Ujjain,0.0,0.0,183.17,548.85,10.98,10.3
Ujjain,0.0,0.0,191.0,341.1,8.9,10.4
Ujjain,0.0,0.0,98.8,184.3,6.7,7.5
Ujjain,0.0,0.0,128.9,318.6,6.7,6.9
Ujjain,0.0,0.0,135.1,237.8,6.1,6.9
Ujjain,0.0,0.0,140.6,375.0,5.9,6.2
Ujjain,0.0,0.0,204.84,622.91,6.7,15.51
Ujjain,0.0,0.0,276.23,791.38,6.61,5.33
Ujjain,0.0,0.0,190.0,586.0,23.0,41.0
Ujjain,0.0,0.0,252.0,881.0,7.0,8.0
Ujjain,0.0,0.0,271.0,1029.0,7.0,14.0
Ujjain,0.2,0.38,220.6,935.79,6.46,8.22
Mandsaur,0.6,0.3,24.0,12.0,45.0,39.0
Mandsaur,0.6,0.3,37.0,26.0,50.0,53.0
Mandsaur,0.5,0.2,33.6,20.0,48.9,27.0
Mandsaur,0.5,0.2,52.6,46.8,49.8,32.1
Mandsaur,0.7,0.3,58.0,52.2,50.0,56.7
Mandsaur,0.8,0.4,70.6,63.0,52.6,43.4
Mandsaur,1.0,0.6,47.4,53.9,58.4,92.9
Mandsaur,0.8,0.6,80.5,93.9,61.1,26.7
Mandsaur,1.3,0.6,53.8,72.9,66.9,54.2
Mandsaur,1.1,0.7,56.6,68.3,65.4,97.9
Mandsaur,1.0,0.6,59.1,79.9,71.5,77.2
Mandsaur,1.3,0.7,57.6,104.6,78.1,70.7
Mandsaur,1.3,0.8,64.8,106.4,82.2,98.4
Mandsaur,0.9,0.2,50.1,61.7,90.0,87.7
Mandsaur,0.8,0.5,44.1,86.3,100.0,134.5
Mandsaur,0.6,0.3,38.9,74.4,113.0,158.3
Mandsaur,0.6,0.3,53.5,81.6,113.0,109.2
Mandsaur,0.5,0.4,60.9,109.8,118.0,225.6
Mandsaur,0.4,0.3,58.5,115.4,123.3,212.8
Mandsaur,0.4,0.3,72.2,146.3,127.1,129.0
Mandsaur,1.0,0.3,60.1,97.0,123.0,125.0
Mandsaur,0.3,0.1,46.4,97.0,130.0,86.0
Mandsaur,0.2,0.1,53.4,129.2,143.3,231.9
Mandsaur,0.2,0.1,50.7,127.2,144.1,287.2
Mandsaur,0.1,0.1,63.1,194.0,137.7,243.6
Mandsaur,0.1,0.1,60.7,164.8,129.5,133.4
Mandsaur,0.1,0.0,71.7,156.4,125.9,246.3
Mandsaur,0.0,0.0,64.3,144.1,114.7,242.5
Mandsaur,0.1,0.0,85.2,261.4,100.8,144.6
Mandsaur,0.1,0.1,72.8,176.2,94.8,121.3
Mandsaur,0.1,0.1,83.5,189.5,90.4,102.2
Mandsaur,0.0,0.0,96.8,283.6,92.2,133.7
Mandsaur,0.0,0.0,96.47,202.0,87.3,135.3
Mandsaur,0.0,0.0,98.4,314.7,90.6,194.2
Mandsaur,0.0,0.0,39.4,86.2,95.6,137.8
Mandsaur,0.0,0.0,56.5,147.8,78.8,191.4
Mandsaur,0.0,0.0,22.9,43.5,75.7,128.0
Mandsaur,0.0,0.0,42.0,106.5,78.2,188.1
Mandsaur,0.02,0.01,76.91,208.77,71.57,112.7
Mandsaur,0.03,0.01,50.31,116.05,63.91,97.94
Mandsaur,0.03,0.01,110.74,280.35,63.25,64.1
Mandsaur,0.0,0.0,89.0,190.2,65.5,90.3
Mandsaur,0.1,0.0,82.2,201.5,63.9,100.8
Mandsaur,0.1,0.0,92.9,218.7,66.8,83.2
Mandsaur,0.0,0.0,95.9,214.8,66.9,107.5
Mandsaur,0.0,0.0,110.1,330.8,69.2,94.5
Mandsaur,0.04,0.02,129.07,521.77,55.8,179.17
Mandsaur,0.04,0.01,167.33,675.51,51.38,116.46
Mandsaur,0.0,0.0,153.0,566.0,70.0,119.0
Mandsaur,0.0,0.0,147.0,525.0,49.0,78.0
Mandsaur,0.0,0.0,147.0,582.0,64.0,207.0
Mandsaur,0.8,1.76,125.7,520.38,73.08,239.18
Dewas,3.0,1.0,37.0,25.0,7.0,5.0
Dewas,3.0,1.0,47.0,30.0,7.0,6.0
Dewas,2.9,1.0,55.7,27.0,6.8,4.0
Dewas,2.6,1.1,60.9,49.0,6.3,4.0
Dewas,2.8,1.5,66.0,64.5,6.3,6.4
Dewas,3.6,2.1,75.6,67.5,6.5,5.4
Dewas,4.2,1.8,52.2,34.5,6.8,4.9
Dewas,3.0,1.9,60.8,68.4,6.2,3.2
Dewas,4.3,1.5,38.7,32.8,6.9,4.8
Dewas,3.4,1.7,60.7,45.8,6.5,4.8
Dewas,4.2,2.2,49.5,39.8,7.3,6.9
Dewas,4.3,2.1,57.5,48.3,7.9,5.5
Dewas,3.9,1.6,63.2,52.9,8.2,6.2
Dewas,3.4,0.9,50.9,42.2,9.0,7.2
Dewas,2.8,1.3,52.7,53.1,9.0,6.4
Dewas,2.7,1.2,52.3,57.0,9.0,7.6
Dewas,2.8,1.6,56.5,72.0,9.0,8.2
Dewas,2.6,1.6,54.8,84.1,9.0,9.1
Dewas,1.5,0.8,52.2,61.2,6.9,7.4
Dewas,1.9,1.3,50.6,69.2,6.8,4.6
Dewas,2.0,1.0,45.0,62.0,12.0,9.0
Dewas,1.0,1.0,45.0,56.0,13.0,10.0
Dewas,1.4,0.8,50.8,85.7,12.8,13.4
Dewas,1.3,0.6,31.0,49.5,13.8,17.1
Dewas,1.1,0.7,71.7,138.9,12.6,12.0
Dewas,1.1,0.6,57.6,130.2,10.5,8.9
Dewas,1.0,0.6,40.6,77.8,12.9,15.9
Dewas,1.0,0.6,82.0,181.0,12.6,14.8
Dewas,1.0,0.6,87.0,185.4,9.5,7.5
Dewas,0.9,0.4,76.4,162.6,7.8,9.0
Dewas,1.0,0.6,84.8,196.7,7.4,7.2
Dewas,0.7,0.5,108.9,235.3,7.6,7.1
Dewas,0.7,0.5,114.19,207.7,7.3,7.6
Dewas,0.8,0.6,120.1,282.3,9.0,11.5
Dewas,0.8,0.4,43.3,68.5,12.5,18.9
Dewas,0.8,0.5,73.3,146.2,13.1,23.9
Dewas,0.8,0.4,66.4,122.1,15.3,26.7
Dewas,0.8,0.5,99.4,218.8,14.4,23.4
Dewas,0.69,0.41,102.11,225.36,16.48,18.12
Dewas,0.6,0.31,75.76,155.63,15.21,19.81
Dewas,0.54,0.29,105.15,270.93,13.06,12.16
Dewas,0.6,0.26,118.7,215.0,12.3,16.8
Dewas,0.4,0.2,101.3,211.0,10.9,15.3
Dewas,0.2,0.2,99.1,247.9,9.4,11.6
Dewas,0.2,0.2,137.3,247.5,9.7,14.0
Dewas,0.2,0.2,140.0,375.0,9.2,12.4
Dewas,0.14,0.12,169.54,550.85,11.7,23.56
Dewas,0.11,0.08,192.24,442.05,9.05,11.66
Dewas,1.0,0.67,148.0,494.0,14.0,45.0
Dewas,0.0,0.0,188.0,770.0,11.0,18.0
Dewas,0.0,0.0,176.0,650.0,15.0,41.0
Dewas,0.1,0.07,170.96,700.94,13.3,40.03
Dhar,9.0,1.0,64.0,29.0,52.0,32.0
Dhar,8.0,4.0,70.0,47.0,55.0,52.0
Dhar,10.4,4.0,82.2,58.0,51.7,18.0
Dhar,9.9,4.7,84.4,91.3,46.9,35.4
Dhar,10.7,5.9,87.5,79.6,46.7,46.2
Dhar,12.1,7.2,88.2,102.4,48.3,35.7
Dhar,12.6,3.8,75.7,54.1,50.8,45.1
Dhar,11.8,5.1,82.1,66.4,52.0,28.0
Dhar,11.5,3.2,62.4,37.0,56.5,31.2
Dhar,10.3,6.7,68.5,51.2,51.9,77.5
Dhar,11.9,6.9,68.9,60.4,54.1,57.4
Dhar,13.4,8.2,77.5,86.0,56.1,58.9
Dhar,13.7,7.4,80.7,87.4,56.0,41.0
Dhar,13.9,3.2,79.7,83.0,61.0,53.0
Dhar,12.0,6.3,78.1,83.3,61.0,65.3
Dhar,12.0,4.9,78.7,103.0,62.0,59.8
Dhar,12.0,4.6,70.5,71.9,60.0,55.5
Dhar,11.7,8.5,78.5,101.2,65.0,86.5
Dhar,11.5,6.5,82.5,102.5,68.3,115.8
Dhar,10.3,3.6,47.1,36.1,68.4,52.6
Dhar,9.0,5.0,54.0,62.0,70.0,115.0
Dhar,7.0,3.0,58.0,66.0,72.0,89.0
Dhar,6.1,3.2,69.5,118.5,78.4,127.6
Dhar,7.1,4.1,72.3,126.7,72.6,117.2
Dhar,7.5,5.4,86.8,182.0,78.0,107.8
Dhar,6.8,2.6,65.7,95.0,83.5,73.5
Dhar,4.6,2.6,73.1,115.7,83.4,135.6
Dhar,4.6,3.0,110.1,214.9,78.6,81.7
Dhar,4.6,3.3,122.8,291.9,80.6,79.4
Dhar,4.3,1.8,101.6,181.4,77.2,126.6
Dhar,4.1,2.7,116.4,288.4,79.0,89.7
Dhar,3.9,2.3,145.9,296.6,78.9,100.3
Dhar,3.7,2.7,161.37,321.1,74.2,96.1
Dhar,3.0,1.7,148.7,271.1,69.7,83.7
Dhar,2.9,0.8,39.6,48.0,70.8,76.6
Dhar,2.8,1.1,118.0,135.1,75.7,161.0
Dhar,2.7,1.4,81.9,131.7,74.9,163.1
Dhar,2.6,2.0,156.4,350.7,81.8,171.8
Dhar,2.35,1.22,166.85,341.42,71.53,91.61
Dhar,2.26,1.18,93.17,162.7,67.15,88.08
Dhar,1.86,1.05,188.42,436.8,61.96,50.83
Dhar,1.7,0.66,216.3,500.0,59.0,71.4
Dhar,1.4,0.53,141.2,298.8,64.0,79.8
Dhar,1.2,0.7,158.9,354.9,52.6,56.0
Dhar,1.2,0.9,193.0,453.5,60.8,86.9
Dhar,1.3,1.1,155.4,379.5,58.9,60.8
Dhar,0.76,0.66,166.59,548.04,61.61,130.68
Dhar,0.66,0.5,205.4,513.61,52.94,205.65
Dhar,1.0,0.67,189.0,745.0,80.0,229.0
Dhar,0.0,0.0,210.0,631.0,71.0,210.0
Dhar,0.0,0.0,225.0,751.0,70.0,247.0
Dhar,0.73,1.05,198.87,692.66,83.9,274.33
Jhabua,19.0,2.0,2.0,1.0,73.0,40.0
Jhabua,14.0,8.0,5.0,4.0,76.0,81.0
Jhabua,22.1,3.0,4.2,3.0,77.8,27.0
Jhabua,19.5,9.3,6.2,4.8,74.0,44.3
Jhabua,23.1,10.3,6.7,6.2,73.6,41.9
Jhabua,30.4,16.4,7.4,6.7,73.5,49.1
Jhabua,30.5,6.8,4.3,2.4,75.6,71.8
Jhabua,28.3,13.2,9.2,8.3,72.0,30.6
Jhabua,24.1,3.8,6.4,7.8,71.4,50.7
Jhabua,24.2,11.9,7.1,7.9,74.1,101.3
Jhabua,27.5,12.7,8.6,10.7,77.2,45.5
Jhabua,32.4,13.4,11.1,12.4,75.6,47.5
Jhabua,33.6,12.5,13.1,19.5,75.9,55.0
Jhabua,33.7,4.0,13.5,15.9,76.0,26.3
Jhabua,28.7,11.5,11.0,17.6,75.0,53.6
Jhabua,30.6,10.8,12.5,19.0,76.0,52.5
Jhabua,29.9,6.7,12.5,19.4,74.0,68.6
Jhabua,29.7,16.4,14.9,21.5,77.0,90.9
Jhabua,28.9,6.3,10.8,4.7,78.1,72.3
Jhabua,25.8,2.5,4.2,2.4,80.9,28.9
Jhabua,25.0,9.0,8.0,12.0,82.0,64.0
Jhabua,19.0,3.0,8.0,13.0,82.0,65.0
Jhabua,19.7,10.0,16.0,34.4,85.9,128.2
Jhabua,20.9,9.9,15.3,31.8,88.0,112.9
Jhabua,27.6,16.9,19.9,42.5,94.6,139.8
Jhabua,29.1,9.3,17.9,28.3,97.4,76.5
Jhabua,27.9,12.3,36.6,69.8,100.4,151.4
Jhabua,28.1,14.0,38.5,69.2,101.4,111.8
Jhabua,29.4,19.7,48.0,94.6,101.4,103.3
Jhabua,27.8,8.3,34.8,66.5,103.9,112.3
Jhabua,28.2,16.4,49.6,111.9,104.7,72.1
Jhabua,27.4,16.8,49.8,92.5,104.3,139.6
Jhabua,26.3,16.0,51.35,96.8,102.0,145.6
Jhabua,25.2,17.5,13.9,25.0,102.7,130.3
Jhabua,23.7,3.2,1.5,1.2,102.4,80.3
Jhabua,22.5,4.6,11.0,18.1,106.6,215.7
Jhabua,21.8,9.5,15.8,27.0,110.6,190.3
Jhabua,22.4,14.6,30.3,53.7,113.6,207.6
Jhabua,22.71,12.84,35.18,56.55,112.8,108.84
Jhabua,22.5,10.39,26.76,48.67,112.04,140.3
Jhabua,22.89,10.59,38.62,70.91,113.56,67.04
Jhabua,22.8,8.25,43.2,77.3,111.5,125.0
Jhabua,21.9,7.46,32.8,58.9,98.5,119.2
Jhabua,20.4,8.0,37.6,69.4,106.7,104.1
Jhabua,19.9,13.6,43.1,80.2,105.8,120.1
Jhabua,20.9,14.8,47.3,96.4,106.3,89.0
Jhabua,18.98,9.64,56.63,161.59,106.66,208.54
Jhabua,18.82,24.32,65.04,176.31,105.55,179.53
Jhabua,16.0,11.34,74.0,225.0,130.0,312.0
Jhabua,15.0,11.33,57.0,175.0,104.0,258.0
Jhabua,17.0,19.99,70.0,213.0,103.0,341.0
Jhabua,13.63,16.77,85.0,236.27,115.22,324.27
Khargone / West Nimar,12.0,2.0,25.0,16.0,32.0,14.0
Khargone / West Nimar,12.0,6.0,27.0,23.0,36.0,35.0
Khargone / West Nimar,12.9,5.0,29.4,26.0,28.1,13.0
Khargone / West Nimar,13.3,5.5,34.1,32.3,30.2,17.6
Khargone / West Nimar,14.7,6.7,36.6,42.1,29.6,27.2
Khargone / West Nimar,17.1,8.7,38.7,31.3,30.4,25.5
Khargone / West Nimar,16.7,5.5,33.2,30.4,29.3,17.5
Khargone / West Nimar,15.6,7.1,40.6,44.8,31.5,15.4
Khargone / West Nimar,17.1,4.9,30.9,39.6,37.4,22.2
Khargone / West Nimar,16.6,9.6,36.6,45.1,37.3,35.6
Khargone / West Nimar,17.8,9.9,36.5,36.0,37.8,34.6
Khargone / West Nimar,18.4,9.3,37.6,61.1,38.5,27.0
Khargone / West Nimar,19.5,9.6,41.2,53.7,39.7,25.9
Khargone / West Nimar,20.0,4.9,44.3,58.4,42.0,30.4
Khargone / West Nimar,19.1,8.4,33.1,47.7,42.0,28.9
Khargone / West Nimar,18.9,10.2,39.5,57.8,38.0,36.2
Khargone / West Nimar,17.7,6.7,28.4,26.0,39.0,41.6
Khargone / West Nimar,18.5,11.9,35.6,59.7,39.0,75.7
Khargone / West Nimar,18.9,6.0,37.5,109.4,41.1,97.4
Khargone / West Nimar,17.8,6.3,25.8,38.7,39.9,29.5
Khargone / West Nimar,16.0,6.0,33.7,47.0,41.0,54.0
Khargone / West Nimar,14.0,4.0,23.4,33.0,39.0,40.0
Khargone / West Nimar,15.0,7.5,45.9,99.6,42.3,79.0
Khargone / West Nimar,12.6,7.2,48.2,97.2,42.8,73.4
Khargone / West Nimar,12.5,8.2,54.6,125.8,40.5,66.1
Khargone / West Nimar,13.1,6.8,49.5,91.1,45.8,65.6
Khargone / West Nimar,12.6,6.7,46.1,81.0,45.5,79.6
Khargone / West Nimar,12.7,7.8,60.6,139.9,47.0,66.1
Khargone / West Nimar,11.9,7.6,70.3,199.6,47.6,47.3
Khargone / West Nimar,13.3,5.0,57.3,154.6,49.0,65.5
Khargone / West Nimar,11.5,7.7,68.2,231.3,49.5,67.3
Khargone / West Nimar,10.4,6.4,78.2,140.5,49.1,72.3
Khargone / West Nimar,10.0,6.3,89.39,175.8,46.2,58.7
Khargone / West Nimar,9.7,4.8,81.1,182.0,51.0,46.8
Khargone / West Nimar,8.9,2.3,33.3,62.1,53.2,62.7
Khargone / West Nimar,8.5,3.4,47.5,105.6,54.1,109.1
Khargone / West Nimar,8.1,4.1,67.8,165.1,54.0,113.1
Khargone / West Nimar,7.8,4.9,82.2,210.4,56.3,110.6
Khargone / West Nimar,7.21,3.09,83.27,176.87,55.91,55.15
